Peter,Abbs,,,,,,
David,Acaster,,,,,,
Anna,Brookie,"At the time of publication, Anna was Head of Department, Mathematics, at Palmerston North Girls High. She has taught in a variety of schools in New Zealand and London. She has worked part-time as an advisor for Massey University, facilitating courses and advising departments in the Manawatu, Taranaki and Hawkes Bay areas. Anna has recently been involved in an international research project focusing on mathematics teaching in different countries.",,,,,
Caroline,Brooks,"Caroline has worked as H&PE teacher, Resource teacher, Subject Area Coordinator and Sports Coordinator at rural and metropolitan schools in Queensland, and is currently working with students with Special needs at Mount Gravatt High School. Caroline has been the Vice president of ACHPER QLD since 2006 and has convened the past three ACHPER QLD conferences.",,,,,
Graham,Brown,,,,,,
Peter,Brown,"Peter studied Pure Mathematics and Ancient Greek at Newcastle University, and
completed postgraduate degrees in each subject at the University of Sydney. He worked for nine years as a Mathematics teacher in NSW State schools. Since 1990, he has taught Pure Mathematics at the School of Mathematics and Statistics at the University of NSW (UNSW). He was appointed Director of First Year Studies in 2011. He specialises in Number Theory and History of Mathematics and has published in both areas. Peter regularly speaks at teacher inservice days, at high schools, Talented Student days and Mathematics Olympiad Camps. In 2008 he received a UNSW Vice Chancellor＊s Teaching Award for educational leadership.",,,,,
Richard,Brown,,,,,,
Susie,Brown,,,,,,
Anne-Marie,Brownhill,"At the time of publication, Anne-Marie taught Years 9 to 12 English and Year 10 drama at Melbourne High School in Victoria. She was also undertaking an action research project for the International Boys Schools Coalition, looking at boys＊ engagement in community service projects.  ",,,,,
Anne,Browning,"At the time of publication, Anne was a practising teacher who understands the needs of teachers and students. She has created exceptional activities that draw on the five steps of inquiry while catering for a range of learning styles and abilities.",,,,,
Ellen,Browning,"At the time of publication, Ellen was a practising teacher who understands the needs of teachers and students. She has created exceptional activities that draw on the five steps of inquiry while catering for a range of learning styles and abilities.",,,,,
Peter,Browning,,,,,,
Frank,Brunetto,"At the time of publication, Frank was the Head of Physical Education at Bundaberg State High School and is a District Review Panel member of Wide Bay Physical Education. He has also been Panel Member for Physical Education in the Rockhampton district and was sports master at Tannum Sands State High School. Frank has been a member of ACHPER since 2001 and is an accredited athletics, canoeing, touch football and volleyball coach.",,,,,
Linda,Buckle ,,,,,,
Peter,Buckroyd,,,,,,
Chris,Buckton,,,,,,
Scott,Bulfin,"Scott  taught English in a number of secondary schools before completing a PhD
examining new media literacies. At the time of publication, he was a lecturer in the Faculty of Education at Monash University. Scott has served as a member of both the Council of  VATE and the AATE.",,,,,
Terry,Burgess,,,,,,
Dick,Burnell,,,,,,
Helen,Butler,Helen has taught history and geography in Victorian and New South Wales state and private schools for over 30 years.  She has a passion for imparting the skills of independent inquiry to her history students and instilling a love of the subject in them. Helen has served as both  a Head of History and Head of Humanities.,,,,,
John,Butterworth,,,,,,
Sandra,Cahir,,,,,,
Julie,Cain,"At the time of publication, Julies was Assistant Principal and Senior Business Management teacher at Lalor Secondary College. For many years she has been involved in auditing, reviewing and assessing for VCAA. Julie also presents student revision lectures and develops assessment materials in this subject area. She is also a regular contributor to the VCTA journal COMPAK and to COMNET.",,,,,
Tim,Cain,,,,,,
Paul,Callaghan,,,,,,
Gary,Cambers,,,,,,
Jodie,Campara,"At the time of publciation, Jodie was teaching VCE Psychology at Tintern Girls Grammar.  She has a passion for Psychology and education and helping young people to be the best that they can be.",,,,,
Ian,Campbell,,,,,,
Russell,Carey,,,,,,
Dianne,Carr,,,,,,
Ashley,Carter,,,,,,
Margaret,Case,,,,,,
Sandra,Cathcart,"At the time of publication, Sandra was an adviser in Mathematics and Statistics for Team Solutions at the University of Auckland. She has taught Mathematics at a range of schools, the last as HOD at Whangarei Girls＊ High School. She has been Regional Coordinator for the Secondary Numeracy Project (SNP) for 6 years. Sandra has had a key role in supporting teachers in the implementation of NCEA and its realignment to the new curriculum in the Auckland and Northland areas. She has marked external assessments and was a moderator for number of years.",,,,,
Stephen,Catton,"At the time of publication, Stephen was a teacher of history and politics at Melbourne Grammar School. In addition to his experience in the Australian classroom, he also has many years of experience in UK schools and has taught VCE Revolutions and Twentieth Century History courses. He has a MA and BA in History from the University of Cambridge where he studied for three years, and he obtained his teaching qualification from the University of London＊s, Institute of Education. ",,,,,
Gurinda,Chadha,,,,,,
Lou,Chamberlin,"At the time of publication, Lou was the Visual Arts Coordinator of Star of the Sea College. She has worked across all levels of education and within the government, independent and Catholic school systems. Lou has taught VCE Art for 15 years and has been an Examination Assessor and Reviewer for the VCAA. She is also an experienced author of Art textbooks.",,,,,
Keyne,Cheshire,,,,,,
Michael,Clamp,,,,,,
Mike,Clamp,,,,,,
Peter,Clarke,,,,,,
John,Claughton,,,,,,
Kelly,Clitheroe,,,,,,
Howard,Cole,"Howard  was Senior Mathematics Master at Sydney Grammar School Edgecliff Preparatory for many years. He outlined the whole primary curriculum during that time, as well as writing and producing in-school workbooks for Years 5 and 6. Now retired from teaching, he still maintains a keen interest in mathematics and curriculum development.",,,,,
Jane,Coles,,,,,,
Dianne,Collett,,,,,,
Chrissy,Collins,"At the time of publication, Leanne was a Home Economics and Health teacher at Greensborough College. She has written and presented both locally and internationally in Home Economics and Health with a focus on student motivation and engagement, and assessment.",,,,,
Leanne,Compton,"Leanne is an experienced Home Economics teacher and at the time of publication, lectured in Home Economics education at RMIT University. She is involved in national curriculum development, including writing Heath and Human Development, and Home Economics textbooks.",,,,,
Pie,Corbett ,,,,,,
Catherine,Coucom,,,,,,
Christine,Counsell,,,,,,
Lisa,Coutts,,,,,,
Marion,Cox,,,,,,
Neil,Cracknell,Neil has had extensive experience in school mathematics and has a particular interest and responsibility in the teaching of senior mathematics courses.,,,,,
C. H.,Craddock,,,,,,
David,Crane ,,,,,,
Peter,Cribb,Peter has taught mathematics at all levels. He has been responsibile for the development of state syllabii and support packages like RIME.,,,,,
Colin,Cripps,,,,,,
Ray,Cross,"At the time of publication, Ray was Head of Mathematics C at St. Margaret's Anglican Girls School. He has been a panel member in Queensland and has held a number of Head of Mathematics, Science and School positions.",,,,,
Mike,Cujes,Mike is an experienced Mathematics A teacher and at the time of publication was teaching at St. Peters Lutheran College in Brisbane. He has spent  number of years serving on the inner Brisbane regional Maths A panel.,,,,,
Philip,Cummins,"At the time of publication, Philip was Director of Academic Studies at Frensham School and a highly respected history author.",,,,,
Christopher,Cunneen,"At the time of publication, Christopher was a Senior Research Fellow in the Department of Modern History, Politics and International Relations, Faculty of Arts, at Macquarie University in Sydney.  Christopher is the author of books and articles on Australian history and a former Deputy General Editor of the Australian Dictionary of Biography, for which he has written over 70 biographical entries.",,,,,
Neil,Curtis,,,,,,
Nick,D＊Aglas,"At the time of publication, Nick was Head of Arts and Assistant Curriculum Coordinator at St Albans Secondary College.  In his diverse education career he has served as president of the education subcommittee of the Museums Association of Victoria and special projects officer with Art Education Victoria. Nick has also worked in various curriculum roles and was a member of the consultative panel responsible for the development of the VELS Curriculum Guidelines for Victorian state schools. ",,,,,
Guiliana,D＊Angleo,Guiliana has over 20 years teaching experience at Catholic and independent schools and is currently teaching at Lauriston Girls＊ School. She has extensive experience in curriculum writing and has been an Art Examiner and Reviewer for the VCAA.,,,,,
John,Daborn,,,,,,
Kate,Dally,"At the time of publication, Kate was Head of Social Sciences at Birrong Girls High School. She has extensive experience in the social sciences, teaching the subject for the last 15 years at numerous schools, including 6 years as Head Teacher. Her experience also covers HSC marking in both Business and Legal Studies.",,,,,
Elizabeth,Dane ,,,,,,
John,Dane ,,,,,,
Frank,Danes,,,,,,
Donna,Davies,"Donna is an experienced Physical Education teacher. At the time of publication she was Vice Principal at Janet Clarke Hall, The University of Melbourne. She has written the international syllabus and examination papers for the International Baccalaureate, Sports and Exercise Science course.",,,,,
Anthony,Davies,,,,,,
David,Dawson,,,,,,
Anthony B.,Dawson ,,,,,,
Tony,De Fazio,Tony is an experienced teacher who has been teaching in the Humanities area for the over 18 years. In this time he has coordinated the Humanities Department and has undertaken positions of leadership as Year 7 Level Coordinator and Transition Coordinator at Caroline Chisholm Catholic College. ,,,,,
Nina,de Garis,,,,,,
Philip,de May,,,,,,
Quentin,Deakin,,,,,,
Martin,Dean,,,,,,
Donna,del Porto,"Donna has extensive experience as a mathematics teacher and in the provision of support, enrichment and integration programs for special needs and ESL secondary students. At the time of publication she was head of the Education Support Unit at Scotch College.",,,,,
Doreen,DelVecchio ,"At the time of publication, Doreen was Assistant Professor of Drama at McMaster University.",,,,,
Barbara,Dennis,,,,,,
Maria,Diakanastasis,"At the time of publication, Maria was teaching Hospitality at Marist College, Kogarah.",,,,,
Chris,Dixon,"At the time of publication, Chris was a Senior Lecturer in History at the University of Newcastle and has published widely in the field of American History and on the topic of the Vietnam War.",,,,,
Mel,Dixon,"Mel has led English Departments and taught English in schools across New
South Wales and Queensland. She has been a regular presenter at national conferences
and was co-chair of the Program Committee for the 2005 AATE conference. At the time of publication, she was the editor of the ETANSW and ETAQ journals.",,,,,
Syeve,Dobbs,,,,,,
Brenton,Doecke,"At the time of publication, Brenton was a Professor of Education in the Faculty of Arts and Education at Deakin University. He has written extensively on English curriculum and pedagogy. He is a former editor of AATE, and co-editor of the Australian Journal of Language and Literacy (ALEA). Brenton played a major role in the development of the Standards for Teachers of English Language and Literacy in Australia (STELLA) and has  engaged in research on the impact of standards-based reforms on the professional identity and practice of English teachers. Brenton is a life member of both AATE and VATE.",,,,,
T. S.,Dorsch ,,,,,,
Anthony,Dosen,Tony has vast experience in all business subjects but particularly in Legal Studies which he has been teaching for the past 18 years.  Tony has been a panel member for the past 10 years and at the time of publciation was teaching at Brisbane State High School and was the District Panel Chair for Legal Studies for Brisbane Central.  He has had experience as Head of Business; President of BEAQ in 2001 and for the past 5 years has been a Senior Year Level Supervisor. ,,,,,
John,Dowsey,John is a former secondary school mathematics teacher and is well-known for his involvement in in-service education activities for secondary mathematics teachers.,,,,,
Trent,Driver,"Trent has been teaching commerce and economics in NSW for several years and has written material for several courses. At the time of publication he was head teacher of Commerce at Newington College, Sydney. ",,,,,
Carol Ann,Duffy,,,,,,
Eric,Dugdale,,,,,,
Guy,Dunbar,,,,,,
Neil,Duncan,,,,,,
Margaret,Duncan,"Margaret has been teaching Home Economics for over 20 years and at the time of publication, was subject coordinator for Home Economics and Health Education at Loreto College.  Inspired by the work of Dr Rosemary Stanton, Catherine Saxelby and Proessor Boyd Swinburn in addressing food-related health issues in Australia, Margaret is passionate about the potential that Home Economics has in the curriculum to empower students. She believes that the flexibility in curriculum in Queensland offers great potential for creative learning and trusts that Eating for Life recognises the significance of Home Economics in the curriculum. As a QSA District Regional Panel Chair for the Senior syllabus and a member of the Public Health Standing Committee of the HEIA, she is also interested in developing valuable learning and assessment to enhance the well-being of students for their future lives. ",,,,,
Philip,Dunlop,,,,,,
Des,Duthie,"Des is an experienced science, computing and mathematics teacher and has held HOD positions in Science, Physics and Mathematics. He is a regular presenter at teacher conferences on topics ranging from promoting and managing effective and efficient self studying amongst students to rocket building workshops. He also has a Doctorate in Space Physics from University Natal in South Africa and has worked as a physicist in Antarctica.  Des is currently teaching at Nelson College and is the President of the Nelson Science Society.",,,,,
Shomit,Dutta,,,,,,
Yasar,Duyal ,"Ya?ar migrated t",,,,,
Brian,Dyer,,,,,,
Helen,Eccles,,,,,,
Holly,Eckhardt,,,,,,
Susan,Edmonds,,,,,,
Andy,Edwards,"Andy  taught in secondary mathematics classrooms for 31 years in Victoria, Canada and
Queensland. At the time of publication he worked for the Queensland Studies Authority writing materials for their assessment programs from Years 3 to 12. He has written non-routine problems for the Australian Mathematics Trust since 1991.",,,,,
Philip,Edwards ,,,,,,
Peter,Elliot,Peter caught the theatre ＆bug＊ early in Primary School and remains an avid theatre-goer. After graduating from Melbourne University he has been teaching Drama in and around Melbourne＊s Northern and Western suburbs for over thir ty years. He has written and produced a range of plays for schools and students and has also devised several pieces for adults. Peter is involved with the Victorian Certificate of Education as an assessor for both the Written and Performance examination. Peter currently works at an Australian International School in the Middle East where he has set up the school＊s first Drama program.,,,,,
Dave,Ellis,"At the time of publication, Dave was a lecturer at Southern Cross University in Coffs Harbour. He has taught Senior Design and Technology in schools since its introduction in 1994 and has run senior student seminars and project selection workshops for senior students of the mid-north coast. Dave has marked the 3 Unit specialised study in the old course and has extensive experience marking practical projects across NSW.",,,,,
Nola,Errey,"At the time of publication, Nola was a school Career Teacher and a regional Careers Network Coordinator.",,,,,
Edmund,Esterbauer,Edmund has taught in both government and private schools for over 20 years. He has taught both HSC Economics and IB Economics and is an examiner in IB Economics and his students have achieved excellent results at both HSC and IB examinations. At the time of publication Edmund was the Head of Socio-Cultural Studies at NEGS Armidale.,,,,,
Michael,Evans,"Michael has a PhD in Mathematics from Monash University and a Diploma of
Education from La Trobe University. At the time of publication, he was employed at the Australian Mathematics Sciences Institute (AMSI). Before this, he was Head of Mathematics at Scotch College, Melbourne. Michael has also taught in public schools and he has been involved with curriculum development and assessment in Victoria for many years. In 1999, he was awarded an honorary Doctor of Laws by Monash University for his contribution to mathematics education, and in 2001 he received the Bernhard Neumann Award for contributions to mathematics enrichment in Australia.",,,,,
Kelly,Evans,"At the time of publication Kelly was an experienced and passionate VET Hospitality teacher. She has been the TAS Coordinator at Lumen Christi Catholic College since 2003. She has taught Design and Technology, Food Technology, Textiles and Design and Hospitality for many years and has also been a member of HSC marking panels. Kelly was nominated for a National Excellence in Teaching Award in 2005.",,,,,
Raymond,Evans,"At the time of publication, Raymond was an Adjunct Professor of History with the Centre for Cultural Research at Griffith University as well as a Senior Research Fellow with the Centre for Critical and Cultural Studies at the University of Queensland.  Raymond has been involved in the research and writing of Australian history since the 1960s. He has written and published widely on a range of topics concerning social and cultural history.",,,,,
Alison,Fagan,"Alison is an experienced mathematics teacher and head of department, currently working as a mathematics advisor for the Centre for Educational Development, Massey University. She has extensive experience of the numeracy projects in both Intermediate and Secondary schools. Alison has held various positions as a moderator, panel leader and facilitator for NCEA. She has a DipTESOL and has worked overseas developing and implementing a new Mathematics curriculum for the Cook Islands and as Head of Department at an international school in Istanbul.",,,,,
Alistair,Farquharson,,,,,,
Corinne,Fenton,,,,,,
Johanna,Field,Johanna has a Bachelor of Education majoring in both Legal Studies and SOSE.  She has been teaching Legal Studies at Maroochydore State High School for three years.  Legal Studies and justice in the legal system are some of her passions. ,,,,,
Ron,Field,,,,,,
Julie,Findlay,"Julie is an experienced geography teacher and at the time of publication taught at Cathedral College, Wangaratta. She is the immediate past president of the Geography Teachers＊ Association of Victoria.",,,,,
Alec,Fisher,,,,,,
M. B.,Fisher ,,,,,,
Paul,FitzGerald,"After an international career in animation, graphics and writing Paul turned his attention to teaching Visual Art at St Andrews Cathedral School. Paul is an author and illustrator of children＊s books and is contextualising his knowledge and experience in visual art education. ",,,,,
Alison,Flew,,,,,,
Celeste,Flower,,,,,,
Peter,Flynn,,,,,,
R. A.,Foakes,,,,,,
Russell,Forster,,,,,,
Bill,Forsyth,,,,,,
Helen,Forte ,,,,,,
Richard,Fosbery,,,,,,
Franca,Frank,"Franca has been teaching for over 30 years. She has taught all levels of mathematics including Extension 2 in NSW, and has been involved in writing programs for new courses.",,,,,
David,Franklin,,,,,,
Russell,Fraser ,,,,,,
Michael,Fynes-Clinton,,,,,,
Purna,Gangopadhyay,,,,,,
Robin,Garden,"At the time of publication, Robin taught at Princes Hill Secondary College in Melbourne, and has taught English and Media Studies at Elwood Secondary College, Fawkner Secondary College, Melbourne High School and Whittlesea Secondary College.  Prior to teaching, Robin was a social worker, managing a small centre in Footscray established to assist refugees from Sudan settle into Melbourne＊s western suburbs. Before discovering social work he was employed as a subeditor and online news captioner for ABC Channel 2 and GTV-9 in Melbourne.",,,,,
Garth,Gaudry,"Garth  was Head of Mathematics at Flinders University before moving to the University of
New South Wales (UNSW), where he became Head of School. He was the inaugural director of the Australian Mathematical Sciences Institute before becoming director of AMSI＊s International Centre of Excellence for Education in Mathematics. Previous positions include membership of the South Australian Mathematics Subject Committee and the Eltis Committee appointed by the NSW government to enquire into outcomes and profiles. He is a life member of the Australian Mathematical Society and Emeritus Professor of Mathematics, UNSW.",,,,,
Penny,Gay ,,,,,,
Brian,Gibbons ,"At the time of publication, Brian was Professor of English Literature at the University of Zurich.",,,,,
Keith,Gibbs,,,,,,
Joel,Gibson,,,,,,
Rex,Gibson,,,,,,
Natasha,Gillard,,,,,,
Midge,Gillies,,,,,,
Louise,Glasspoole ,,,,,,
Beth,Godwin,"Beth is the author of a number of Cambridge University Press titles. She has extensive teaching experience with students with specific learning needs.  She has presented seminars and workshops to educators on topics including differentiating the curriculum, behaviour management and developing literacy skills. At the time of publication she was the principal of Cabramatta High School in NSW, Beth has experience in ensuring that the curriculum is accessible to all students.  ",,,,,
Peta,Goldberg,"At the time of publication, Peta was a leading educator in the field of Study of Religion and is Head of the School of Religious Education at the Australian Catholic University, Brisbane. Peta was the National President of the Australian Association of Religious Education (AARE) and chaired the QSA Syllabus Committee for Study of Religion in 2001 and again in 2008. She was also a Fellow of the Australian College of Education.",,,,,
Sonia,Goodacre,Sonia is an experienced teacher of VCE Health and Human Development at a senior secondary school and currently at a TAFE institution. She is actively involved in providing professional development for teachers and has prepared a number of support materials and curriculum packages for VCE Health and Human Development. Sonia was also involved in the writing of the current VCE Health and Human Development Study Design.    ,,,,,
John,Goodban,,,,,,
Tony,Goode,,,,,,
Kim,Goodey,Kim has taught mathematics since 1999 from years 7 to 13. She has recently completed her Masters of Education focusing on mathematics education. Kim has marked NCEA since its inception and has actively been involved in the implementing of the secondary numeracy project in the secondary school where she is currently teaching.,,,,,
Jenny,Goodman,"Jenny has worked in comprehensive state and selective high schools in NSW and has a keen interest in teaching students of differing abilities, from the gifted and talented students to those with learning difficulties.",,,,,
Kim-Maree,Goodwin,,,,,,
Judith,Goudge,,,,,,
Mike,Gould,,,,,,
Pamela,Graham,,,,,,
Jim,Grant,"At the time of publication, Jim was a Lecturer in Mathematics Education in the School of Teacher Education, Charles Sturt University. He was a regional and state Primary Mathematics Consultant, as well as the Executive Officer of the Mathematics Curriculum Project team that developed the K-6 Mathematics Syllabus.",,,,,
Susan,Grant,,,,,,
David,Greagg,,,,,,
Jeffrey,Green,"At the time of publication, Jeffrey was Head Teacher and has eighteen years experience teaching Modern History in NSW schools.",,,,,
Mary,Green,,,,,,
Betty,Greenhatch,,,,,,
David,Greenwood,"At the time of publication, David was Head of Mathematics at Trinity Grammar School in Melbourne with 17 years experience teaching maths from Years 7 to 12. He has run numerous workshops in Australia and overseas in the use of technology for the teaching of maths and has a keen interest in the development of the Australian Curriculum with particular interest in the sequencing of content and the proficiency strands.",,,,,
Deryck,Greenwood,"At the time of publication, Deryck was the Head of Visual Arts at Ivanhoe Girls＊ Grammar School. With 20 years experience in secondary education, he has taught VCE Art for the past 9 years and has been an examination assessor and Art reviewer for the Victorian Curriculum and Assessment Authority since 2000. He has presented workshops on folio development and examination preparation and wrote five subjects for the new Monash College Diploma of Art and Design Studies in 2003.",,,,,
Jenny,Gregory,"At the time of publication, Jenny was Winthrop Professor of History and Head of the School of Humanities at the University of Western Australia. Jenny has taught Australian history for many years. Her involvement in the development of the Australian Curriculum: History began when she was one of 12 invited participants at the Australian History Summit hosted by the then federal Minister for Education in 2006. At the time of pblication she was leading a group at the University of Western Australia developing professional learning courses for teachers and a Masters program to assist teachers in preparing for the implementation of the Australian Curriculum.",,,,,
Paul,Grey,,,,,,
Rachel,Griffiths,,,,,,
